Temperature,Pressure,Humidity,Dew point,Wind speed,Rainfall
16,1015,72,12,0,0
13,1016,80,11,0,0
10,1017,88,9,0,0
12,1019,69,8,1.9,0
21,1019,44,12,3.7,0
24,1016,31,11,7.4,0
22,1016,48,14,1.9,0
15,1019,82,13,0,0
13,1019,92,12,0,0
10,1020,95,9,0,0
10,1017,98,10,0,0
12,1018,91,11,1.9,0
17,1017,79,14,1.9,0
24,1015,36,12,9.3,0
22,1014,47,13,0,0
14,1016,87,12,0,0
12,1016,89,11,0,0
10,1014,96,10,0,0
9,1014,94,9,0,0
10,1014,98,9,0,0
20,1013,59,14,3.7,0
25,1008,33,12,11.1,0
22,1011,39,11,11.1,0
18,1009,70,14,14.8,0
17,1010,80,15,14.8,0
15,1009,87,14,9.3,0
13,1010,90,12,0,0
13,1012,86,12,7.4,0
16,1012,74,12,7.4,0
19,1010,54,12,5.6,0
17,1010,60,12,5.6,0
14,1012,84,12,0,0
15,1012,82,12,0,0
15,1012,85,13,0,0
15,1011,85,13,3.7,0
15,1012,85,13,0,0
16,1013,79,13,1.9,0
19,1011,63,14,5.6,0
16,1011,79,13,3.7,0
14,1012,81,12,3.7,0
13,1013,98,13,0,0
12,1013,100,12,0,0
13,1012,100,13,0,0
13,1014,96,12,1.9,0
16,1014,71,13,7.4,0
20,1011,59,13,1.9,0
16,1011,74,13,9.3,0
13,1013,88,12,5.6,0
13,1014,92,12,5.6,0
13,1014,94,12,0,0
14,1016,81,11,3.7,0
15,1017,64,10,1.9,0
19,1014,48,10,0,0
17,1014,63,12,0,0
14,1016,72,10,0,0
11,1017,92,10,0,0
10,1017,95,9,0,0
10,1017,98,9,0,0
10,1019,91,9,1.9,0
13,1021,77,10,5.6,0
18,1018,51,11,5.6,0
15,1017,71,12,5.6,0
13,1019,80,10,0,0
12,1020,96,11,5.6,0
12,1020,91,11,5.6,0
12,1020,83,10,11.1,0
12,1013,72,9,11.1,0
15,1020,57,8,22.2,0
17,1020,48,9,14.8,0
16,1019,61,11,7.4,0
13,1020,74,10,3.7,0
11,1020,78,8,11.1,0
11,1020,80,8,11.1,0
9,1019,91,7,13,0
14,1018,50,7,22.2,0
18,1015,25,3,20.4,0
17,1014,29,4,9.3,0
11,1015,47,4,5.6,0
9,1016,56,3,7.4,0
8,1016,61,3,3.7,0
7,1015,72,3,1.9,0
8,1016,69,4,5.6,0
16,1018,41,6,14.8,0
20,1015,25,5,9.3,0
18,1016,37,7,1.9,0
11,1018,71,8,0,0
9,1019,92,8,0,0
8,1019,93,8,3.7,0
7,1019,91,6,0,0
8,1021,87,6,3.7,0
15,1021,57,8,1.9,0
20,1017,33,8,5.6,0
17,1016,52,10,0,0
11,1018,79,9,0,0
8,1018,92,7,0,0
6,1018,97,6,0,0
6,1018,93,5,0,0
6,1019,92,5,0,0
17,1019,31,4,5.6,0
21,1016,20,3,13,0
18,1015,39,7,3.7,0
14,1016,58,8,3.7,0
15,1016,60,9,11.1,0
14,1016,76,11,3.7,0
12,1014,73,9,3.7,0
13,1015,74,10,5.6,0
18,1015,37,7,9.3,0
20,1014,33,8,9.3,0
19,1013,52,11,3.7,0
17,1014,58,11,1.9,0
16,1015,65,11,1.9,0
15,1014,69,11,7.4,0
15,1012,72,11,7.4,0
16,1014,67,11,3.7,0
18,1014,54,11,9.3,0
19,1011,56,13,14.8,0
19,1011,58,13,18.5,0
17,1012,64,12,22.2,0
17,1014,65,12,18.5,0
16,1013,67,12,14.8,0
16,1014,70,12,14.8,0
14,1016,82,12,0,0
18,1017,59,12,0,0
22,1014,45,12,9.3,0
19,1014,65,14,1.9,0
15,1016,90,13,0,0
13,1017,94,12,0,0
12,1017,91,11,0,0
10,1016,96,10,0,0
9,1017,92,9,0,0
17,1018,70,13,0,0
20,1015,59,14,3.7,0
18,1014,64,13,1.9,0
13,1016,98,13,0,0
13,1016,100,13,1.9,0
13,1016,100,13,0,0
11,1016,99,11,3.7,0
11,1018,93,10,3.7,0
14,1019,80,12,7.4,0
17,1018,56,11,5.6,0
13,1020,73,9,1.9,0
10,1022,78,8,1.9,0
9,1021,83,7,3.7,0
8,1022,87,6,0,0
9,1024,96,8,5.6,0
16,1023,45,7,14.8,0
20,1019,33,7,18.5,0
18,1018,39,7,7.4,0
12,1019,72,8,1.9,0
9,1020,82,7,1.9,0
9,1020,84,7,1.9,0
9,1019,92,9,1.9,0
10,1020,98,9,5.6,0
15,1021,58,9,14.8,0
19,1018,36,7,7.4,0
17,1017,50,9,0,0
12,1019,71,8,0,0
9,1019,94,9,0,0
8,1018,95,8,0,0
6,1019,97,6,1.9,0
8,1020,83,6,3.7,0
16,1021,33,5,16.7,0
19,1018,26,4,13,0
18,1017,39,7,5.6,0
13,1019,66,8,1.9,0
10,1020,82,8,1.9,0
9,1020,95,8,0,0
8,1018,93,8,5.6,0
9,1020,97,9,5.6,0
17,1020,44,8,16.7,0
20,1017,33,7,16.7,0
18,1016,40,8,13,0
13,1018,64,8,1.9,0
11,1018,74,7,3.7,0
9,1018,76,7,7.4,0
8,1016,82,6,7.4,0
10,1018,87,8,9.3,0
17,1018,45,8,14.8,0
21,1016,32,8,18.5,0
19,1016,34,7,7.4,0
12,1017,70,8,0,0
10,1018,86,8,0,0
9,1017,87,8,0,0
8,1017,89,6,0,0
8,1017,94,7,0,0
24,1014,18,5,9.3,0
21,1013,27,7,1.9,0
14,1014,72,10,0,0
12,1014,84,10,0,0
11,1014,85,9,0,0
9,1010,88,8,0,0
10,1010,86,8,1.9,0
18,1010,51,10,3.7,0
21,1008,25,5,11.1,0
19,1009,39,8,3.7,0
13,1011,79,11,0,0
12,1012,84,10,1.9,0
11,1012,87,9,0,0
9,1013,91,8,3.7,0
9,1016,85,8,1.9,0
17,1017,51,9,7.4,0
20,1015,33,7,11.1,0
19,1015,40,8,5.6,0
12,1017,69,8,3.7,0
10,1018,74,7,1.9,0
9,1018,80,6,0,0
7,1018,82,5,7.4,0
9,1020,85,7,9.3,0
17,1020,37,6,175.9,0
20,1018,21,3,11.1,0
19,1017,29,5,3.7,0
11,1018,61,6,0,0
9,1019,70,6,0,0
9,1018,76,6,0,0
7,1018,93,6,1.9,0
9,1018,64,5,0,0
17,1018,28,3,14.8,0
21,1015,17,2,14.8,0
19,1014,24,4,7.4,0
14,1016,56,8,3.7,0
12,1016,65,7,3.7,0
10,1016,74,7,0,0
11,1016,72,8,7.4,0
19,1016,28,4,11.1,0
22,1014,17,2,22.2,0
20,1013,29,6,11.1,0
14,1015,72,10,1.9,0
12,1016,73,9,3.7,0
11,1015,75,9,0,0
10,1015,91,9,3.7,0
12,1016,77,9,3.7,0
20,1016,30,6,5.6,0
22,1014,11,-1,9.3,0
20,1014,29,6,3.7,0
13,1015,59,8,0,0
12,1016,67,7,0,0
11,1016,70,7,0,0
12,1016,73,9,3.7,0
13,1017,66,8,1.9,0
18,1017,36,7,5.6,0
21,1014,23,4,14.8,0
18,1013,43,8,0,0
14,1014,64,9,0,0
13,1015,69,9,0,0
12,1015,77,9,0,0
10,1013,87,8,0,0
11,1014,82,9,0,0
17,1014,50,9,0,0
20,1012,37,9,9.3,0
16,1011,57,10,11.1,0
14,1013,77,11,5.6,0
12,1014,82,10,0,0
10,1014,93,9,0,0
10,1015,96,10,0,0
10,1017,89,9,1.9,0
17,1018,41,7,7.4,0
19,1016,21,2,14.8,0
17,1016,26,2,11.1,0
10,1018,63,5,0,0
8,1020,76,5,0,0
7,1020,81,4,0,0
5,1019,92,4,0,0
7,1021,75,4,3.7,0
16,1021,33,5,11.1,0
19,1018,21,2,20.4,0
17,1018,28,4,9.3,0
11,1020,60,6,1.9,0
9,1020,69,5,1.9,0
7,1020,75,4,1.9,0
6,1020,78,4,5.6,0
7,1021,75,4,5.6,0
17,1020,27,3,14.8,0
19,1017,10,-4,18.5,0
17,1018,22,1,11.1,0
14,1020,42,4,3.7,0
11,1021,56,5,0,0
10,1021,67,6,0,0
9,1020,78,7,3.7,0
10,1022,60,5,3.7,0
13,1022,60,7,3.7,0
16,1020,42,6,5.6,0
15,1019,51,8,5.6,1
14,1020,58,8,3.7,0
13,1020,58,7,3.7,0
11,1020,72,8,5.6,0
11,1020,86,9,3.7,0
11,1020,78,8,5.6,1
17,1020,42,7,16.7,0
17,1017,50,9,11.1,1
15,1015,59,9,7.4,1
13,1015,86,11,11.1,1
13,1016,83,11,7.4,1
12,1015,86,10,7.4,1
9,1014,83,7,7.4,0
7,1016,90,6,0,0
13,1019,60,7,13,0
15,1016,47,7,14.8,0
14,1017,59,8,7.4,0
10,1019,75,8,1.9,0
9,1020,83,7,0,0
8,1019,87,6,0,0
7,1019,82,5,0,0
8,1020,83,6,1.9,0
13,1021,55,7,5.6,0
14,1018,53,8,5.6,0
14,1017,57,8,5.6,0
12,1019,70,8,3.7,0
11,1020,75,9,1.9,0
11,1019,83,9,3.7,0
9,1019,86,7,1.9,0
9,1020,86,7,1.9,0
13,1021,60,8,9.3,0
15,1018,55,8,7.4,0
14,1016,61,8,5.6,0
11,1017,85,9,3.7,0
10,1016,89,9,3.7,0
9,1015,92,8,1.9,0
8,1016,87,6,3.7,0
15,1017,57,9,9.3,0
19,1013,36,7,7.4,0
19,1012,38,8,5.6,0
12,1013,75,9,0,0
9,1014,85,8,0,0
9,1014,91,7,0,0
7,1012,93,6,0,0
7,1014,93,6,0,0
19,1014,54,11,9.3,0
21,1011,33,9,7.4,0
20,1010,45,11,9.3,0
16,1011,62,11,11.1,0
15,1011,65,10,14.8,0
14,1011,69,10,5.6,0
13,1012,86,11,7.4,0
13,1014,78,10,1.9,0
19,1015,49,11,9.3,0
22,1013,39,11,7.4,0
19,1012,45,10,11.1,0
15,1015,59,10,3.7,0
14,1015,64,9,3.7,0
13,1015,69,9,3.7,0
11,1015,69,8,1.9,0
10,1016,82,8,0,0
16,1018,54,9,9.3,0
20,1014,38,10,5.6,0
19,1013,47,10,3.7,0
15,1014,57,9,5.6,0
13,1016,68,9,5.6,0
11,1016,74,8,5.6,0
9,1015,87,8,0,0
10,1017,78,8,0,0
18,1018,47,9,3.7,0
20,1016,41,10,7.4,0
19,1015,51,12,5.6,0
15,1017,67,10,5.6,0
13,1018,76,10,1.9,0
12,1018,80,9,7.4,0
10,1017,82,8,0,0
10,1019,89,9,1.9,0
21,1016,40,10,5.6,0
20,1016,45,10,5.6,0
15,1018,59,9,5.6,0
13,1020,63,8,0,0
11,1019,71,8,1.9,0
9,1018,80,7,7.4,0
9,1020,86,7,7.4,0
16,1022,27,2,24.1,0
18,1019,24,3,14.8,0
17,1019,36,6,9.3,0
12,1019,59,7,0,0
10,1020,76,7,0,0
9,1019,84,7,1.9,0
8,1019,80,6,3.7,0
9,1019,68,5,5.6,0
17,1019,29,3,11.1,0
20,1017,21,2,13,0
18,1016,24,3,9.3,0
12,1017,54,6,0,0
10,1018,63,5,0,0
9,1017,72,6,0,0
7,1017,80,5,3.7,0
8,1018,73,5,3.7,0
16,1018,39,6,1.9,0
21,1015,21,4,5.6,0
20,1014,24,4,1.9,0
13,1017,63,8,0,0
11,1017,85,9,0,0
10,1017,83,8,0,0
8,1016,94,7,0,0
9,1017,81,7,0,0
20,1016,29,6,11.1,0
23,1013,26,8,5.6,0
21,1013,31,8,5.6,0
14,1014,61,9,1.9,0
12,1015,72,9,3.7,0
11,1015,76,8,0,0
9,1015,83,7,0,0
9,1016,83,6,0,0
20,1017,37,9,5.6,0
23,1013,32,10,9.3,0
20,1014,45,11,3.7,0
17,1015,53,10,7.4,0
15,1014,65,10,0,1
14,1014,86,13,1.9,1
13,1013,95,13,3.7,1
14,1013,92,14,3.7,1
16,1016,86,14,7.4,1
18,1014,70,14,3.7,1
17,1013,77,14,3.7,1
16,1014,85,14,9.3,0
15,1014,87,13,7.4,0
14,1013,87,13,5.6,0
14,1013,88,12,3.7,0
14,1016,86,12,9.3,0
16,1017,87,14,5.6,1
21,1014,55,14,13,0
20,1013,59,14,9.3,0
17,1014,72,14,9.3,0
16,1015,92,15,9.3,1
15,1016,94,14,7.4,1
15,1017,95,14,14.8,1
14,1019,92,14,5.6,0
20,1020,63,14,9.3,0
24,1017,51,15,11.1,0
22,1017,51,14,11.1,0
18,1019,75,15,3.7,0
16,1020,81,14,1.9,0
15,1020,85,13,1.9,0
14,1019,87,13,0,0
16,1020,94,15,7.4,0
22,1021,56,15,5.6,0
24,1018,48,15,14.8,0
22,1018,56,15,7.4,0
18,1020,82,16,0,0
17,1021,87,16,0,0
15,1020,89,14,0,0
14,1020,89,13,0,0
16,1021,89,14,1.9,0
22,1021,36,10,11.1,0
24,1018,30,10,14.8,0
23,1018,36,11,11.1,0
18,1019,78,15,11.1,1
16,1019,81,14,0,0
15,1018,88,14,5.6,1
15,1018,91,14,3.7,0
15,1019,87,14,0,0
24,1020,38,13,16.7,0
25,1016,44,14,7.4,0
19,1017,69,15,0,0
17,1018,81,15,0,0
16,1017,84,15,0,0
15,1016,87,13,0,0
16,1018,87,14,0,0
27,1015,31,13,3.7,0
27,1014,37,15,5.6,0
21,1015,72,17,0,0
19,1015,86,17,0,0
17,1015,88,16,0,0
17,1016,83,15,0,0
17,1017,80,15,5.6,0
25,1015,32,11,22.2,0
23,1014,40,13,16.7,0
19,1014,71,15,9.3,0
18,1014,75,15,18.5,0
18,1014,79,15,14.8,0
17,1012,78,14,25.9,0
17,1013,54,10,7.4,0
20,1014,41,10,18.5,0
23,1011,36,11,24.1,0
21,1010,43,11,9.3,0
18,1010,59,12,5.6,0
17,1010,51,10,3.7,0
17,1010,54,10,1.9,0
15,1010,84,14,0,1
15,1008,80,12,5.6,1
19,1008,59,13,14.8,0
20,1006,62,14,14.8,0
21,1003,55,15,14.8,0
20,1005,74,16,1.9,0
18,1006,88,16,0,0
17,1006,89,16,0,0
14,1006,86,12,1.9,0
14,1009,89,13,0,0
19,1009,56,13,1.9,0
22,1008,19,4,3.7,0
22,1007,24,6,3.7,0
15,1010,64,10,0,0
13,1010,71,9,0,0
11,1010,75,9,0,0
10,1009,82,8,0,0
12,1009,84,10,5.6,0
20,1009,42,10,11.1,0
21,1007,40,11,7.4,0
19,1007,65,14,18.5,0
16,1009,68,12,13,0
15,1010,71,11,5.6,0
15,1010,72,11,3.7,0
13,1009,79,11,5.6,0
14,1010,78,12,7.4,0
21,1011,50,12,16.7,0
25,1009,35,12,14.8,0
24,1008,32,10,16.7,0
15,1012,71,11,1.9,0
14,1012,75,11,0,0
11,1011,88,9,0,0
12,1013,51,5,5.6,0
20,1014,18,2,5.6,0
21,1011,27,6,9.3,0
16,1014,55,9,7.4,0
14,1016,75,10,5.6,0
13,1016,78,10,3.7,0
11,1016,83,9,3.7,0
11,1018,67,7,3.7,0
18,1020,24,2,16.7,0
19,1018,17,0,14.8,0
17,1018,26,2,16.7,0
14,1019,35,3,11.1,0
12,1019,46,4,11.1,0
10,1018,54,4,11.1,0
8,1018,61,3,16.7,0
10,1019,48,2,11.1,0
16,1020,27,2,24.1,0
18,1017,22,2,13,0
17,1016,30,4,11.1,0
13,1017,59,8,3.7,0
11,1018,74,7,1.9,0
10,1018,81,8,1.9,0
9,1017,87,7,5.6,0
10,1019,62,5,9.3,0
17,1020,27,2,20.4,0
19,1017,16,-1,20.4,0
18,1017,18,0,11.1,0
14,1019,49,6,0,0
12,1020,62,7,9.3,0
11,1019,61,6,3.7,0
10,1018,78,7,5.6,0
11,1019,73,8,3.7,0
20,1019,32,7,9.3,0
23,1016,21,6,9.3,0
22,1016,27,7,7.4,0
17,1016,51,10,3.7,0
15,1017,60,9,3.7,0
13,1017,66,8,1.9,0
11,1016,79,9,5.6,0
13,1017,75,10,5.6,0
22,1017,22,5,16.7,0
23,1016,26,7,14.8,0
21,1015,27,6,14.8,0
18,1016,51,11,3.7,0
16,1017,64,11,3.7,0
15,1016,64,10,5.6,0
13,1015,77,10,7.4,0
15,1017,55,8,9.3,0
22,1016,29,8,22.2,0
25,1014,18,5,18.5,0
23,1014,28,8,18.5,1
19,1015,52,11,5.6,0
16,1016,59,11,3.7,0
16,1016,67,11,1.9,0
14,1016,67,10,5.6,0
14,1017,67,10,9.3,0
23,1017,26,7,22.2,0
26,1014,21,8,22.2,0
24,1013,21,6,20.4,0
19,1014,49,11,7.4,0
17,1014,62,11,5.6,0
15,1014,67,10,3.7,0
14,1013,70,10,5.6,0
15,1015,61,10,11.1,0
24,1014,23,7,9.3,0
27,1012,23,10,13,0
25,1012,26,9,16.7,0
19,1014,60,13,3.7,0
17,1015,72,14,3.7,0
16,1015,79,13,1.9,0
14,1014,76,11,0,0
16,1015,64,11,3.7,0
25,1015,26,10,3.7,0
28,1013,26,12,7.4,0
26,1012,34,13,11.1,0
21,1014,46,12,7.4,0
18,1014,59,12,0,0
17,1014,60,12,0,0
15,1013,77,12,1.9,0
17,1015,69,13,1.9,0
25,1015,31,11,9.3,0
27,1014,28,12,18.5,0
25,1014,35,13,9.3,0
21,1015,58,14,3.7,0
19,1016,65,14,5.6,0
18,1016,68,14,3.7,0
15,1016,75,12,3.7,0
16,1017,72,12,3.7,0
25,1017,29,10,9.3,0
27,1015,26,11,14.8,0
22,1015,62,16,3.7,0
19,1015,65,14,5.6,0
17,1014,70,13,0,0
17,1016,70,13,3.7,0
27,1016,31,13,3.7,0
30,1013,16,9,5.6,0
30,1012,29,15,3.7,0
24,1014,79,21,9.3,1
21,1013,60,14,7.4,0
20,1012,74,16,0,0
19,1016,89,18,3.7,1
26,1016,43,15,9.3,0
27,1013,46,17,9.3,0
24,1012,58,18,7.4,1
22,1014,62,16,5.6,0
21,1017,55,15,20.4,1
18,1016,86,16,7.4,0
17,1016,85,15,3.7,0
19,1018,73,16,5.6,0
27,1018,35,14,3.7,0
30,1016,30,14,11.1,0
28,1014,28,13,9.3,0
23,1016,56,16,3.7,0
21,1018,73,17,1.9,0
19,1017,76,16,0,0
18,1016,86,16,0,0
19,1018,76,16,0,0
28,1017,35,15,0,0
30,1014,29,15,7.4,0
27,1014,36,15,7.4,0
23,1015,49,14,0,0
20,1015,73,16,0,0
18,1014,75,15,0,0
17,1014,88,16,0,0
19,1016,78,16,0,0
27,1016,36,14,16.7,0
29,1014,32,15,11.1,0
28,1013,38,16,9.3,0
23,1014,56,16,9.3,0
22,1016,67,17,3.7,0
21,1015,70,16,0,0
18,1015,76,15,3.7,0
20,1017,67,15,0,0
29,1018,32,14,5.6,0
29,1013,36,16,7.4,0
25,1014,58,18,5.6,0
23,1015,65,18,0,0
21,1014,65,16,5.6,0
21,1013,70,16,0,0
20,1015,65,15,11.1,0
20,1017,74,16,22.2,1
23,1014,47,14,9.3,0
21,1013,55,15,9.3,1
19,1015,84,16,3.7,0
17,1015,85,15,7.4,0
17,1015,87,15,5.6,0
16,1014,90,14,3.7,0
15,1016,96,14,9.3,0
20,1017,67,15,1.9,0
24,1012,44,15,14.8,0
20,1013,67,15,5.6,0
18,1014,78,16,0,0
17,1012,85,15,0,0
16,1012,88,15,3.7,0
16,1014,84,15,7.4,0
22,1014,43,12,16.7,0
24,1013,36,12,14.8,0
24,1011,38,13,13,0
20,1012,64,15,3.7,0
18,1014,81,16,3.7,0
17,1013,85,15,1.9,0
16,1013,89,15,3.7,0
17,1016,80,15,0,0
25,1015,41,14,1.9,0
27,1013,25,11,9.3,0
27,1012,27,12,7.4,0
20,1014,59,14,0,0
19,1014,65,13,0,0
15,1014,79,13,0,0
18,1016,81,15,1.9,0
26,1016,43,15,9.3,0
28,1014,35,15,7.4,0
27,1013,32,14,7.4,0
22,1014,55,15,0,0
20,1015,74,16,0,0
19,1014,79,16,0,0
18,1014,86,16,0,0
19,1014,76,16,3.7,0
27,1014,43,17,5.6,0
29,1011,34,16,3.7,0
29,1010,35,16,7.4,0
24,1012,58,18,0,0
21,1012,82,18,0,0
20,1011,82,18,0,0
19,1010,92,17,0,0
21,1011,78,18,3.7,0
29,1011,30,14,7.4,0
32,1008,19,12,13,0
31,1007,28,15,9.3,0
24,1009,56,17,0,0
22,1009,75,19,0,0
21,1009,68,16,0,0
20,1010,86,18,0,0
22,1011,79,19,0,0
30,1011,34,16,9.3,0
33,1007,26,16,5.6,0
32,1008,31,17,5.6,0
26,1010,55,19,0,0
23,1011,65,18,0,0
21,1011,67,17,0,0
20,1011,76,17,0,0
25,1012,68,20,7.4,0
32,1011,36,19,9.3,0
34,1009,21,15,3.7,0
32,1008,38,20,3.7,0
28,1010,55,21,14.8,0
24,1011,70,19,0,0
23,1010,72,19,0,0
22,1008,74,18,0,0
24,1010,66,18,5.6,0
28,1011,41,17,1.9,0
32,1008,31,17,5.6,0
32,1006,40,20,1.9,0
25,1009,59,19,13,0
23,1009,67,18,0,0
23,1008,70,18,0,0
20,1008,77,18,0,0
22,1009,80,19,0,0
31,1009,39,19,11.1,0
34,1006,23,16,7.4,0
33,1004,19,13,13,0
24,1009,43,14,14.8,0
23,1011,51,15,3.7,0
20,1009,64,15,9.3,0
20,1012,80,17,3.7,1
26,1011,48,17,7.4,0
32,1008,22,13,11.1,0
31,1007,22,12,5.6,0
25,1008,47,16,1.9,0
24,1009,52,16,7.4,0
23,1006,62,17,9.3,0
21,1006,81,18,7.4,1
21,1008,69,16,20.4,0
28,1006,42,18,22.2,0
30,1004,37,17,18.5,0
30,1001,38,18,14.8,0
23,1004,80,20,14.8,0
21,1007,73,18,9.3,0
20,1006,84,18,5.6,0
20,1006,86,18,3.7,0
21,1009,77,17,7.4,0
26,1008,46,17,14.8,0
29,1006,21,11,11.1,0
28,1005,23,11,11.1,0
24,1007,49,15,3.7,0
20,1007,64,15,0,0
19,1006,68,15,0,0
17,1005,83,15,0,0
19,1007,76,15,1.9,0
27,1007,36,14,9.3,0
30,1005,15,8,7.4,0
29,1003,23,11,9.3,0
24,1006,40,13,3.7,0
22,1007,50,14,7.4,0
21,1007,61,15,1.9,0
18,1007,66,13,0,0
20,1010,69,16,0,0
27,1010,24,10,14.8,0
28,1008,18,8,14.8,0
28,1008,20,9,11.1,0
23,1010,40,12,3.7,0
20,1011,51,13,0,0
19,1011,60,13,0,0
17,1010,71,13,0,0
21,1011,55,14,5.6,0
27,1011,27,12,18.5,0
30,1009,9,2,20.4,0
28,1008,14,5,16.7,0
24,1010,34,12,5.6,0
19,1009,62,14,0,0
19,1008,61,13,3.7,0
20,1010,50,12,9.3,0
28,1010,18,8,13,0
32,1007,15,9,16.7,0
31,1005,18,10,11.1,0
26,1007,31,12,3.7,0
25,1007,41,14,7.4,0
24,1007,44,14,0,0
20,1006,65,15,0,0
22,1008,56,15,1.9,0
31,1007,23,12,11.1,0
33,1005,21,13,9.3,0
32,1004,27,15,9.3,0
25,1006,53,17,0,0
23,1007,60,17,0,0
22,1007,65,17,0,0
20,1007,63,14,0,0
24,1008,44,14,1.9,0
31,1008,12,6,9.3,0
33,1006,4,-6,18.5,0
32,1006,9,3,14.8,0
27,1007,19,8,11.1,0
24,1008,31,10,5.6,0
23,1008,43,13,11.1,0
19,1007,65,14,0,0
21,1009,55,15,5.6,0
30,1009,12,6,9.3,0
30,1006,15,8,9.3,0
26,1007,23,9,3.7,0
24,1008,31,10,0,0
22,1008,34,10,0,0
19,1008,43,10,0,0
22,1010,51,14,9.3,0
30,1010,15,7,14.8,0
31,1008,5,-2,14.8,0
30,1007,6,-1,14.8,0
25,1009,14,2,5.6,0
24,1010,18,4,11.1,0
20,1009,36,8,9.3,0
22,1010,29,8,9.3,0
29,1010,14,5,24.1,0
31,1008,9,3,18.5,0
30,1007,9,2,16.7,0
26,1009,16,5,7.4,0
23,1010,24,6,9.3,0
22,1010,29,8,5.6,0
18,1009,53,11,5.6,0
22,1010,34,10,5.6,0
29,1010,13,5,18.5,0
31,1008,7,0,18.5,0
31,1007,8,2,14.8,0
26,1009,23,9,3.7,0
23,1010,32,10,3.7,0
21,1009,40,10,0,0
16,1010,55,10,1.9,0
21,1011,32,8,9.3,0
30,1012,13,6,9.3,0
33,1009,9,4,14.8,0
32,1008,6,-1,11.1,0
26,1010,24,9,3.7,0
21,1011,40,11,0,0
20,1010,46,11,0,0
18,1010,55,11,0,0
22,1012,33,9,7.4,0
31,1013,18,10,14.8,0
34,1010,9,5,16.7,0
33,1009,6,1,16.7,0
28,1010,22,10,5.6,0
24,1011,28,9,5.6,0
22,1010,37,10,3.7,0
19,1010,44,10,7.4,0
22,1012,39,11,3.7,0
32,1012,38,20,11.1,0
35,1009,8,4,13,0
35,1008,8,4,16.7,0
29,1009,21,10,3.7,0
24,1010,41,13,0,0
22,1010,47,13,0,0
19,1010,58,13,0,0
24,1011,58,17,0,0
35,1011,15,11,11.1,0
37,1008,9,8,16.7,0
37,1005,7,5,5.6,0
28,1007,28,13,0,0
25,1008,37,13,0,0
23,1008,42,12,7.4,0
22,1008,44,12,9.3,0
27,1008,25,11,13,0
36,1007,12,10,16.7,0
39,1003,7,6,11.1,0
38,1000,7,5,7.4,0
32,1002,16,9,7.4,0
29,1003,28,14,13,0
28,1001,30,13,7.4,0
26,1001,32,12,5.6,0
28,1003,22,10,9.3,0
40,999,14,14,29.6,0
38,997,18,16,18.5,0
33,1001,21,13,5.6,0
29,1003,24,12,3.7,0
27,1002,29,12,3.7,0
26,1004,23,9,9.3,0
26,1006,21,8,7.4,0
33,1006,18,12,5.6,0
35,1004,4,-1,11.1,0
33,1004,6,1,5.6,0
31,1004,5,-2,3.7,0
27,1007,10,1,11.1,0
26,1006,10,0,0,0
21,1007,21,3,1.9,0
23,1009,14,1,0,0
31,1010,9,2,5.6,0
32,1007,4,-9,22.2,0
31,1005,4,-7,11.1,0
27,1007,9,-1,3.7,0
24,1009,14,2,0,0
22,1008,18,3,0,0
19,1008,18,1,5.6,0
22,1010,8,-5,18.5,0
27,1011,11,2,14.8,0
29,1010,5,-4,18.5,0
29,1009,4,-6,20.4,0
25,1011,13,2,11.1,0
24,1013,11,-1,11.1,0
22,1012,14,1,11.1,0
19,1012,24,4,5.6,0
22,1014,19,3,9.3,0
28,1014,6,-3,22.2,0
31,1011,5,-3,20.4,0
30,1010,4,-5,16.7,0
25,1012,12,1,3.7,0
22,1012,13,0,3.7,0
21,1012,17,1,7.4,0
18,1012,24,3,3.7,0
22,1013,18,3,7.4,0
29,1012,4,-6,24.1,0
32,1010,4,-8,16.7,0
32,1009,4,-9,20.4,0
25,1011,17,4,0,0
23,1012,16,3,3.7,0
21,1012,18,3,5.6,0
19,1011,24,4,3.7,0
25,1012,21,7,11.1,0
33,1012,6,1,24.1,0
35,1010,5,1,22.2,0
35,1009,5,0,14.8,0
29,1010,16,7,0,0
26,1011,20,8,0,0
24,1010,24,8,0,0
19,1011,41,9,0,0
26,1012,20,7,1.9,0
35,1012,9,6,3.7,0
38,1008,4,-7,0,0
37,1007,8,6,0,0
28,1009,23,10,0,0
24,1010,40,12,0,0
22,1009,47,13,0,0
21,1009,48,12,0,0
25,1011,32,12,0,0
37,1010,5,0,9.3,0
39,1008,4,-5,5.6,0
37,1006,6,4,3.7,0
30,1008,13,6,3.7,0
27,1010,21,8,3.7,0
24,1009,36,12,9.3,0
23,1010,36,11,1.9,0
27,1011,20,8,3.7,0
36,1010,6,3,11.1,0
37,1009,5,1,13,0
35,1007,4,-1,18.5,0
30,1009,13,6,3.7,0
29,1010,9,1,7.4,0
26,1010,17,6,3.7,0
22,1010,31,8,0,0
27,1011,18,7,5.6,0
34,1011,5,-1,24.1,0
36,1009,5,0,18.5,0
35,1007,5,0,9.3,0
30,1009,11,5,3.7,0
27,1010,17,6,0,0
25,1010,22,8,0,0
20,1009,30,6,0,0
27,1010,16,6,9.3,0
35,1010,11,8,20.4,0
37,1018,13,11,22.2,0
36,1007,11,8,18.5,0
29,1009,17,8,0,0
24,1010,33,11,0,0
22,1010,42,12,0,0
20,1010,43,10,0,0
26,1012,19,6,5.6,0
